id,candidate_id,previous_status,new_status,status_change_date,changed_by,change_source,notes,cycle_time_days,created_at
1109,1484,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1110,1485,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1111,1487,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1112,1489,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1113,1490,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1114,1491,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1115,1492,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1116,1493,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1117,1494,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1118,1495,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1119,1496,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1120,1508,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1121,1486,Staffed,On Boarded,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1122,1299,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1123,1302,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1124,1303,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1125,1310,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1126,1315,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1127,1311,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1128,1507,Code Pairing,Tech Round,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
1129,1504,Review,Screening,2025-08-09 03:10:06.540489,system,manual,,1,2025-08-09 03:10:06.540489
